playerId,noOfMontrealMarathons,numAllRaces,averageRuntimeInMarathons,category,didTheyAttend
1079,1,4,12407,37.0,0
1080,1,25,14532,27.0,0
1081,0,1,15810,32.0,1
1082,1,3,21206,42.0,0
1084,0,0,15919,27.0,1
1085,1,1,18282,21.0,0
1086,0,1,16152,57.0,1
1087,1,7,15566,32.0,0
1088,1,1,24761,32.0,0
1089,1,1,17471,37.0,0
1090,1,1,21077,21.0,0
1091,0,1,15919,27.0,1
1093,1,1,14270,27.0,0
1095,0,0,15674,42.0,1
1096,1,2,20380,52.0,0
1097,1,1,15677,32.0,0
1098,0,0,15919,27.0,1
1099,1,7,17632,57.0,0
1100,0,0,16166,21.0,1
1101,1,9,15315,27.0,0
1102,1,5,18441,42.0,0
1105,1,1,13871,37.0,0
1106,1,8,14663,57.0,0
1107,1,1,17308,32.0,0
1108,1,2,15230,42.0,0
1109,0,0,15810,32.0,1
1110,1,1,12813,27.0,0
1112,2,5,11788,42.0,1
1113,0,3,15674,42.0,1
1114,0,0,16166,21.0,1
1115,1,1,13152,32.0,0
1116,1,6,10689,32.0,0
1117,0,0,15674,42.0,1
1118,1,2,24985,32.0,0
1119,0,0,15645,37.0,1
1120,1,10,20661,74.5,0
1121,2,5,21479,37.0,1
1122,1,1,13041,42.0,0
1123,1,1,15219,52.0,0
1124,0,0,19289,16.0,1
1125,0,8,14859,47.0,1
1126,0,0,15919,27.0,1
1127,0,0,15674,42.0,1
1128,0,1,15919,27.0,1
1129,1,2,11512,47.0,0
1130,1,7,18661,27.0,0
1131,2,8,15908,52.0,1
1132,1,6,12805,52.0,1
1133,1,2,14339,21.0,0
1134,1,5,16260,52.0,1
1135,1,4,17329,27.0,0
1136,1,2,16152,52.0,0
1137,1,1,12938,32.0,0
1138,1,1,14270,42.0,0
1139,1,4,12477,32.0,0
1140,1,1,21695,37.0,0
1142,0,1,16115,52.0,1
1143,1,1,16071,47.0,0
1144,1,3,18379,32.0,0
1145,1,7,13413,47.0,0
1146,1,1,15584,21.0,0
1147,1,6,10923,21.0,0
1148,1,2,15919,27.0,1
1149,0,0,15810,32.0,1
1150,0,0,16166,21.0,1
1151,0,0,15810,32.0,1
1152,1,3,14496,32.0,0
1153,0,0,15838,47.0,1
1154,1,1,24486,27.0,0
1155,1,7,16919,42.0,0
1157,1,3,15492,42.0,0
1159,1,15,15015,47.0,0
1160,1,1,14135,32.0,0
1161,1,16,15694,42.0,0
1162,1,14,15007,47.0,0
1164,0,0,16115,52.0,1
1165,0,6,15810,32.0,1
1166,0,0,15810,32.0,1
1167,1,22,14305,32.0,0
1168,1,1,15145,21.0,0
1169,2,15,13036,42.0,0
1170,1,1,23154,21.0,0
1171,0,0,15810,32.0,1
1173,0,0,15645,37.0,1
1178,0,0,19289,16.0,1
1179,1,5,14318,32.0,0
1180,0,0,16771,62.0,1
1181,1,1,17001,47.0,0
1182,1,1,17667,21.0,0
1183,1,1,16290,27.0,0
1184,1,2,17077,21.0,0
1185,0,0,15645,37.0,1
1186,1,7,17105,42.0,0
1187,1,1,13685,37.0,0
1188,1,1,24674,27.0,0
1189,0,1,15674,42.0,1
1190,1,5,13346,27.0,0
1193,1,1,13178,32.0,0
1194,1,5,19562,21.0,0
1195,0,0,15919,27.0,1
1196,1,1,12075,27.0,0
1198,0,0,15919,27.0,1
1199,1,4,20215,42.0,0
1200,0,3,15674,42.0,1
1201,1,1,14626,27.0,0
1202,0,3,15838,47.0,1
1203,1,4,15674,42.0,0
1204,0,1,15645,37.0,1
1205,1,1,12784,27.0,0
1207,0,0,15645,37.0,1
1208,1,4,14839,37.0,0
1210,1,1,20525,27.0,0
1211,0,0,15919,27.0,1
1212,1,1,14762,57.0,0
1213,1,3,18853,37.0,0
1214,0,5,15674,42.0,1
1215,1,5,12611,21.0,0
1216,0,6,16771,62.0,1
1217,1,1,18297,52.0,0
1218,1,9,14929,37.0,0
1219,1,2,15576,32.0,0
1220,0,0,15674,42.0,1
1221,2,4,14497,21.0,0
1222,0,5,15674,42.0,1
1223,1,1,14353,27.0,0
1224,2,25,12232,32.0,0
1225,1,1,19832,27.0,0
1226,1,3,15919,27.0,0
1227,1,2,13439,27.0,0
1228,1,1,15073,27.0,0
1229,0,1,16166,21.0,1
1230,0,0,15674,42.0,1
1231,1,2,19874,47.0,0
1233,1,5,19628,32.0,0
1234,0,0,17196,67.0,1
1235,0,1,16115,52.0,1
1236,1,2,13937,32.0,0
1237,0,1,16115,52.0,1
1239,2,9,12674,37.0,1
1240,1,1,19613,42.0,0
1241,1,1,11839,21.0,0
1242,0,0,15919,27.0,1
1243,1,2,16637,32.0,0
1244,1,2,20934,42.0,0
1246,0,2,16166,21.0,1
1247,1,15,14491,57.0,0
1248,1,13,16151,42.0,0
1249,0,0,15810,32.0,1
1250,0,0,15674,42.0,1
1251,0,0,15645,37.0,1
1252,0,0,15674,42.0,1
1253,1,10,13763,47.0,0
1254,0,0,15645,37.0,1
1257,1,1,21995,47.0,0
1258,1,2,19413,37.0,0
1259,2,10,13370,47.0,1
1260,1,7,15756,42.0,0
1261,1,2,12178,21.0,0
1262,1,1,21194,47.0,0
1263,0,0,15838,47.0,1
1264,0,0,15645,37.0,1
1265,1,4,17875,27.0,0
1266,0,1,15674,42.0,1
1267,0,0,15674,42.0,1
1269,0,2,15674,42.0,1
1270,1,4,22156,37.0,0
1271,1,1,12453,37.0,0
1272,0,0,15810,32.0,1
1273,1,1,22708,52.0,0
1274,1,1,17322,47.0,1
1275,1,1,17945,27.0,1
1277,1,3,12131,27.0,0
1278,0,0,16115,52.0,1
1279,0,1,14193,21.0,1
1280,1,1,24369,52.0,0
1281,1,1,14758,42.0,0
1282,0,1,15674,42.0,1
1283,0,0,15674,42.0,1
1284,0,3,15645,37.0,1
1285,1,3,14306,27.0,0
1286,1,1,14946,52.0,0
1287,0,2,15645,37.0,1
1288,1,1,18415,27.0,0
1289,1,3,13821,32.0,0
1290,0,2,16115,52.0,1
1291,1,2,20504,52.0,0
1292,1,4,19500,32.0,0
1293,0,2,15919,27.0,1
1294,0,0,15838,47.0,1
1295,1,2,17545,37.0,0
1296,1,9,7938,62.0,0
1298,1,1,13170,42.0,0
1299,0,0,15674,42.0,1
1300,1,1,13962,42.0,0
1301,0,3,15645,37.0,1
1302,1,1,12212,42.0,0
1303,0,0,15645,37.0,1
1304,0,2,16152,57.0,1
1305,1,4,18424,57.0,0
1306,1,3,19296,37.0,0
1307,1,3,19913,21.0,0
1308,0,0,15919,27.0,1
1309,1,16,15186,47.0,1
1310,1,1,18148,32.0,0
1311,0,0,15810,32.0,1
1312,0,0,15674,42.0,1
1313,1,6,14408,57.0,0
1314,1,13,11427,42.0,0
1315,0,2,15674,42.0,1
1316,0,0,15838,47.0,1
1317,1,1,14283,52.0,0
1318,2,5,16254,27.0,0
1319,2,3,15544,42.0,0
1320,0,0,15838,47.0,1
1321,1,13,14095,27.0,0
1322,1,4,14929,32.0,0
1323,1,5,13262,47.0,0
1324,1,4,15888,52.0,0
1325,0,2,16166,21.0,1
1326,1,6,13112,21.0,0
1327,0,1,15810,32.0,1
1329,1,1,13054,27.0,0
1330,1,1,15208,21.0,0
1332,1,2,16690,21.0,0
1334,1,19,10951,42.0,0
1335,0,0,15919,27.0,1
1336,0,0,16115,52.0,1
1337,0,0,15674,42.0,1
1339,0,2,15645,37.0,1
1340,0,0,15674,42.0,1
1341,1,1,18696,21.0,0
1342,1,1,18056,52.0,0
1343,1,1,15529,21.0,0
1344,0,0,15674,42.0,1
1346,1,1,14247,21.0,0
1347,1,1,13679,42.0,0
1348,1,3,16291,16.0,0
1349,1,1,14972,47.0,0
1350,0,2,15674,42.0,1
1351,1,39,13537,62.0,0
1352,0,1,15674,42.0,1
1353,1,7,17062,32.0,0
1354,1,3,14568,21.0,1
1355,0,1,15838,47.0,1
1356,0,0,15674,42.0,1
1358,0,3,15645,37.0,1
1359,1,1,16415,42.0,0
1360,2,6,15561,47.0,0
1361,1,1,16829,47.0,0
1362,1,1,20772,37.0,0
1364,1,1,13817,42.0,0
1365,2,14,17943,42.0,0
1366,0,3,15838,47.0,1
1367,0,1,19289,16.0,1
1368,1,2,16923,47.0,0
1369,1,33,11734,42.0,0
1370,1,1,24268,47.0,0
1371,1,1,12535,32.0,0
1372,1,1,14709,27.0,0
1373,0,0,16152,57.0,1
1374,2,3,12790,52.0,1
1375,1,15,20320,57.0,0
1376,1,1,14982,37.0,0
1377,1,1,14984,27.0,0
1378,0,1,15810,32.0,1
1379,1,1,20285,32.0,0
1380,1,4,13036,47.0,0
1381,0,0,16152,57.0,1
1382,0,0,15674,42.0,1
1384,0,0,15919,27.0,1
1385,2,5,15441,52.0,0
1386,1,1,15523,27.0,0
1387,0,0,15645,37.0,1
1388,3,9,13309,47.0,0
1389,0,0,16115,52.0,1
1390,1,1,14068,47.0,0
1391,1,1,11715,37.0,0
1392,1,2,19417,37.0,0
1393,1,2,14893,27.0,0
1394,1,1,12296,32.0,0
1395,0,0,16115,52.0,1
1396,1,1,14439,21.0,0
1397,0,0,15674,42.0,1
1398,1,1,20464,42.0,0
1399,0,0,16166,21.0,1
1401,1,1,19721,21.0,0
1402,0,0,15645,37.0,1
1403,3,3,16295,52.0,0
1404,1,1,13800,52.0,0
1405,1,2,18277,27.0,0
1406,0,0,15810,32.0,1
1407,0,0,15838,47.0,1
1408,0,1,15645,37.0,1
1409,0,0,16771,62.0,1
1410,0,0,15645,37.0,1
1412,0,0,15810,32.0,1
1413,1,7,15396,42.0,0
1414,1,1,14862,32.0,0
1415,0,0,15919,27.0,1
1416,0,0,15810,32.0,1
1417,1,1,16512,37.0,0
1418,1,2,19553,37.0,0
1419,1,11,16705,37.0,0
1424,0,0,15838,47.0,1
1425,0,0,15674,42.0,1
1426,1,3,22637,32.0,0
1427,1,27,10583,32.0,0
1428,0,2,15838,47.0,1
1429,1,1,17715,37.0,0
1430,0,1,15645,37.0,1
1431,0,0,15810,32.0,1
1432,0,0,15838,47.0,1
1433,1,18,12741,32.0,0
1434,2,8,14907,52.0,0
1435,0,0,15919,27.0,1
1436,1,3,17378,37.0,0
1437,1,4,15133,47.0,0
1438,2,4,14624,42.0,0
1439,1,1,15214,32.0,0
1440,1,2,18484,57.0,0
1441,0,1,15810,32.0,1
1442,1,6,11432,37.0,0
1443,1,1,15645,37.0,0
1444,0,0,16166,21.0,1
1445,2,19,13213,57.0,1
1446,1,7,16857,42.0,0
1447,0,1,16115,52.0,1
1449,1,1,18676,57.0,0
1450,0,1,15810,32.0,1
1451,1,2,20058,37.0,0
1452,0,0,15674,42.0,1
1453,0,0,15838,47.0,1
1454,0,0,16115,52.0,1
1455,0,0,16115,52.0,1
1456,1,1,15962,37.0,0
1457,1,4,13825,47.0,0
1458,0,0,15919,27.0,1
1459,0,0,15674,42.0,1
1460,0,0,15645,37.0,1
1462,1,3,16038,47.0,0
1463,0,1,15810,32.0,1
1464,2,2,16842,21.0,0
1465,1,4,15623,27.0,0
1466,0,0,16166,21.0,1
1467,1,1,13708,32.0,0
1468,0,1,19289,16.0,1
1469,1,1,12351,47.0,0
1470,1,1,15081,42.0,0
1471,1,1,16924,47.0,0
1472,1,2,16033,52.0,0
1473,1,1,15146,21.0,0
1474,1,1,16959,47.0,0
1475,1,2,22743,32.0,0
1476,1,5,15181,57.0,0
1477,0,2,16166,21.0,1
1478,1,4,12942,42.0,1
1479,0,0,15838,47.0,1
1480,1,7,14860,52.0,0
1481,1,1,12189,27.0,0
1482,1,7,11552,52.0,0
1483,0,0,15645,37.0,1
1484,0,0,15919,27.0,1
1485,1,4,13248,42.0,0
1487,0,0,15919,27.0,1
1488,1,6,21761,47.0,0
1489,1,2,12712,32.0,0
1490,0,4,15810,32.0,1
1491,1,1,16959,27.0,0
1492,1,6,13753,27.0,0
1493,1,4,17049,37.0,0
1494,0,0,16166,21.0,1
1495,1,1,18122,27.0,0
1496,1,1,15285,21.0,0
1497,1,6,14549,32.0,0
1499,0,0,15674,42.0,1
1500,1,8,11604,52.0,0
1501,1,9,16149,57.0,0
1502,0,1,15919,27.0,1
1503,1,2,9104,37.0,0
1505,0,0,16166,21.0,1
1506,0,1,15919,27.0,1
1508,1,1,16244,52.0,0
1509,1,5,22817,37.0,0
1511,0,0,15919,27.0,1
1512,1,4,20464,27.0,0
1515,1,2,13831,32.0,0
1516,0,1,15674,42.0,1
1517,0,0,15838,47.0,1
1518,0,9,15674,42.0,1
1519,1,5,12619,37.0,0
1520,1,6,20640,37.0,1
1521,0,0,16115,52.0,1
1522,1,5,14793,32.0,0
1523,0,6,15810,32.0,1
1524,1,2,13597,27.0,0
1525,0,0,15674,42.0,1
1526,1,6,18420,32.0,0
1527,1,2,12749,47.0,0
1528,1,1,13586,37.0,0
1529,2,5,11825,42.0,0
1531,1,1,13525,37.0,0
1533,1,1,13463,37.0,0
1535,3,3,13255,42.0,0
1536,0,0,15810,32.0,1
1537,0,0,16115,52.0,1
1538,0,0,16115,52.0,1
1539,2,5,12035,32.0,0
1540,0,0,15674,42.0,1
1541,0,0,16166,21.0,1
1542,1,2,13802,37.0,0
1543,1,1,15313,47.0,0
1544,0,2,15645,37.0,1
1545,0,1,15674,42.0,1
1546,2,8,13528,42.0,0
1547,1,2,19999,27.0,0
1550,1,3,16236,47.0,0
1552,1,1,21751,27.0,0
1553,0,0,16115,52.0,1
1554,1,8,13504,42.0,0
1555,1,2,16263,32.0,0
1556,1,1,13544,27.0,0
1557,1,1,16585,32.0,0
1558,1,1,15642,42.0,0
1559,0,1,15838,47.0,1
1560,1,1,14120,42.0,0
1561,0,0,15674,42.0,1
1562,1,10,17770,32.0,0
1563,1,3,15702,42.0,0
1564,2,3,15297,57.0,0
1565,1,1,12140,37.0,0
1566,1,9,10868,27.0,0
1568,1,3,14161,42.0,1
1569,1,2,19435,52.0,0
1570,0,0,16115,52.0,1
1571,0,1,15919,27.0,1
1572,1,2,19982,57.0,0
1573,0,0,15645,37.0,1
1574,1,1,19357,37.0,0
1575,1,2,19547,21.0,0
1576,0,0,15810,32.0,1
1577,2,3,13857,37.0,0
1578,1,2,16025,42.0,0
1580,0,3,16115,52.0,1
1581,1,12,11515,42.0,0
1582,1,3,18684,27.0,0
1583,0,0,16166,21.0,1
1584,1,5,14433,37.0,0
1585,1,3,18213,37.0,0
1586,1,1,12364,37.0,0
1587,1,1,17775,57.0,0
1589,0,0,15645,37.0,1
1590,0,5,16115,52.0,1
1591,1,6,15239,32.0,0
1592,0,1,16166,21.0,1
1593,0,0,15645,37.0,1
1594,1,2,15921,52.0,0
1596,2,3,13562,67.0,1
1597,1,1,15919,27.0,0
1598,3,13,14843,74.5,1
1599,1,2,19132,37.0,0
1600,1,3,18774,32.0,0
1601,1,4,12688,32.0,0
1602,1,4,14056,42.0,0
1603,1,1,18679,37.0,0
1604,1,1,16326,27.0,0
1605,0,0,16115,52.0,1
1606,1,1,24178,52.0,0
1607,2,2,16040,52.0,0
1608,0,0,15919,27.0,1
1609,0,0,15919,27.0,1
1610,1,2,17344,32.0,0
1611,0,0,15810,32.0,1
1612,1,5,15820,32.0,1
1614,0,2,15810,32.0,1
1615,1,5,19068,37.0,0
1616,1,1,13044,57.0,0
1617,1,1,16978,37.0,0
1618,1,4,10570,52.0,0
1619,0,0,15645,37.0,1
1620,1,2,15383,37.0,0
1621,1,12,15050,32.0,0
1622,0,2,15810,32.0,1
1623,1,1,14395,27.0,0
1624,0,0,15810,32.0,1
1625,0,0,15919,27.0,1
1628,1,1,17400,47.0,0
1629,0,0,15674,42.0,1
1630,1,7,20503,52.0,0
1631,1,3,18982,37.0,0
1632,0,1,15645,37.0,1
1634,0,1,15838,47.0,1
1635,0,0,15838,47.0,1
1639,1,1,15049,21.0,0
1640,1,3,19326,32.0,0
1641,1,2,20290,32.0,0
1642,2,5,16557,37.0,0
1643,0,2,15810,32.0,1
1645,0,0,15645,37.0,1
1646,0,4,16152,57.0,1
1647,0,1,19289,16.0,1
1649,1,1,13689,52.0,1
1650,1,4,15990,27.0,0
1651,0,0,15645,37.0,1
1653,1,2,12305,32.0,0
1654,1,1,15200,32.0,0
1655,1,1,18569,32.0,0
1656,0,0,15645,37.0,1
1657,0,0,16115,52.0,1
1658,1,1,11806,37.0,0
1659,0,0,16152,57.0,1
1660,0,1,15645,37.0,1
1661,1,2,16119,27.0,0
1662,1,1,21389,37.0,0
1663,1,1,12894,47.0,0
1664,0,0,15919,27.0,1
1665,0,1,15674,42.0,1
1666,0,0,15674,42.0,1
1667,1,1,15957,21.0,0
1668,0,5,16115,52.0,1
1669,2,32,13173,42.0,0
1670,1,2,20811,42.0,0
1671,0,0,15810,32.0,1
1672,1,1,20494,32.0,0
1673,1,6,13299,27.0,0
1674,2,11,14444,27.0,0
1678,2,3,13951,21.0,0
1680,1,8,11358,47.0,1
1681,0,1,15645,37.0,1
1682,0,1,16166,21.0,1
1683,1,1,14428,32.0,0
1684,0,0,16152,57.0,1
1685,2,2,16886,57.0,0
1686,1,1,22776,21.0,0
1687,0,0,15645,37.0,1
1688,0,0,16152,57.0,1
1689,1,9,14383,37.0,0
1690,1,5,12556,37.0,0
1691,1,8,11929,37.0,0
1692,0,0,15674,42.0,1
1693,1,6,15354,47.0,0
1694,1,1,17129,32.0,0
1695,1,2,18272,42.0,0
1697,0,0,15645,37.0,1
1699,1,3,12687,42.0,0
1700,0,0,16166,21.0,1
1701,1,1,16018,37.0,0
1703,1,1,11536,21.0,0
1704,0,3,15838,47.0,1
1705,0,0,15810,32.0,1
1706,1,2,15213,42.0,0
1707,1,2,12625,47.0,0
1709,1,1,15423,52.0,0
1710,1,1,13071,42.0,0
1711,1,25,15674,42.0,0
1713,2,10,19523,21.0,0
1714,1,1,10360,47.0,0
1715,1,1,16310,27.0,0
1716,1,1,17429,57.0,0
1717,0,1,15645,37.0,1
1718,1,1,14179,47.0,0
1719,0,5,15919,27.0,1
1720,1,1,14417,27.0,0
1721,1,1,17624,27.0,0
1722,1,1,19093,32.0,0
1723,0,0,15810,32.0,1
1724,1,1,22198,42.0,0
1725,1,1,12885,21.0,0
1726,1,7,14490,42.0,0
1727,1,5,17526,52.0,0
1728,1,1,12768,27.0,0
1729,0,0,15919,27.0,1
1730,1,1,13535,32.0,0
1731,1,4,16428,42.0,0
1732,1,4,17109,67.0,0
1734,1,1,13897,27.0,0
1735,1,2,19799,21.0,0
1736,1,6,15810,32.0,0
1737,2,3,15152,21.0,0
1738,1,4,16523,42.0,0
1739,1,2,15115,21.0,0
1740,1,2,20920,42.0,0
1741,1,1,15769,32.0,0
1742,1,7,20356,42.0,0
1743,1,1,17389,21.0,0
1744,0,0,15810,32.0,1
1745,1,1,13295,52.0,0
1747,0,0,16115,52.0,1
1748,1,12,11649,37.0,0
1750,1,4,14433,27.0,0
1751,0,0,15645,37.0,1
1752,0,0,15645,37.0,1
1753,1,8,12368,32.0,0
1754,1,1,10096,42.0,0
1755,0,5,15838,47.0,1
1756,0,1,15810,32.0,1
1757,1,1,22220,42.0,0
1759,0,0,15674,42.0,1
1760,0,0,16152,57.0,1
1761,1,11,15296,37.0,0
1762,0,1,16115,52.0,1
1765,0,0,15810,32.0,1
1766,1,1,15947,32.0,0
1767,1,1,15635,32.0,0
1768,1,2,15445,42.0,0
1769,1,5,14586,32.0,0
1770,0,0,15919,27.0,1
1771,0,0,16166,21.0,1
1772,0,0,15838,47.0,1
1773,1,2,13189,27.0,0
1774,1,14,15242,27.0,0
1775,0,0,15838,47.0,1
1776,1,4,15694,32.0,0
1778,1,2,11616,47.0,0
1779,0,0,15838,47.0,1
1780,1,7,12642,37.0,0
1781,1,1,15386,42.0,0
1782,2,6,16539,37.0,0
1783,1,5,16958,27.0,0
1784,1,1,15166,37.0,0
1785,1,4,13812,47.0,0
1787,1,2,21230,32.0,0
1788,1,1,13982,32.0,0
1789,1,1,19151,21.0,0
1790,1,1,16163,57.0,0
1791,1,6,15008,27.0,0
1792,1,11,18865,52.0,0
1794,0,0,16115,52.0,1
1795,0,0,16166,21.0,1
1796,0,0,15919,27.0,1
1797,1,4,10900,42.0,0
1798,0,2,15674,42.0,1
1799,1,1,14968,52.0,0
1800,1,1,13468,27.0,0
1801,1,2,14977,32.0,0
1803,0,0,15919,27.0,1
1804,0,0,15674,42.0,1
1805,0,0,16115,52.0,1
1806,0,1,16115,52.0,1
1807,1,7,17294,52.0,0
1808,0,0,15645,37.0,1
1809,0,0,15838,47.0,1
1810,0,3,15674,42.0,1
1811,1,3,19650,32.0,0
1812,1,1,14881,21.0,0
1813,0,0,15838,47.0,1
1814,0,0,15645,37.0,1
1815,0,1,15674,42.0,1
1816,0,0,16166,21.0,1
1817,0,0,15838,47.0,1
1818,0,2,15674,42.0,1
1819,1,4,14162,52.0,0
1820,0,0,15645,37.0,1
1822,1,10,16772,42.0,0
1824,1,2,12906,42.0,0
1825,1,1,17891,37.0,0
1826,0,0,15645,37.0,1
1827,0,0,17196,67.0,1
1829,1,1,14517,27.0,0
1830,1,1,22227,52.0,0
1831,1,1,14177,21.0,0
1833,1,2,7757,32.0,0
1834,1,3,15822,47.0,0
1835,0,3,17196,67.0,1
1836,1,1,18671,27.0,0
1838,1,4,12786,37.0,0
1839,0,0,15645,37.0,1
1840,0,0,16771,62.0,1
1841,0,2,15645,37.0,1
1842,1,4,16189,47.0,0
1843,0,5,16152,57.0,1
1845,1,2,16115,52.0,0
1846,1,22,14772,67.0,0
1849,0,1,15645,37.0,1
1850,1,4,21204,32.0,0
1852,1,3,14986,37.0,0
1853,0,2,15674,42.0,1
1854,1,1,13486,21.0,0
1855,1,1,16826,37.0,0
1856,1,3,15373,52.0,0
1859,1,1,16226,32.0,0
1860,0,0,15674,42.0,1
1861,1,7,19308,27.0,0
1862,1,2,13537,47.0,0
1863,1,1,15434,27.0,0
1865,0,0,15919,27.0,1
1866,0,0,15838,47.0,1
1868,2,5,13621,42.0,0
1869,1,4,13804,47.0,0
1870,1,12,16527,42.0,0
1871,1,1,18332,37.0,0
1872,1,1,18012,32.0,0
1873,0,1,15674,42.0,1
1874,1,2,18538,27.0,1
1875,1,4,11975,52.0,0
1876,0,2,16771,62.0,1
1877,0,0,15838,47.0,1
1878,1,3,19764,47.0,0
1879,2,5,14746,42.0,0
1880,2,3,17335,52.0,0
1881,1,1,14980,47.0,0
1882,1,10,14489,47.0,0
1883,1,1,24522,47.0,0
1884,1,7,17503,47.0,0
1885,1,2,18262,42.0,0
1886,1,1,22494,21.0,0
1887,1,3,18696,52.0,0
1888,0,0,15838,47.0,1
1889,1,4,15488,27.0,0
1890,1,3,16211,37.0,0
1891,1,1,17876,62.0,0
1892,1,1,15896,27.0,0
1894,1,1,14338,27.0,0
1895,1,1,13496,32.0,0
1896,2,6,12108,42.0,0
1898,2,2,13967,32.0,0
1899,1,1,22761,32.0,0
1900,1,1,14443,32.0,0
1901,1,5,16092,47.0,0
1902,1,1,13923,52.0,0
1903,0,1,15645,37.0,1
1904,1,1,19125,37.0,0
1905,0,0,15810,32.0,1
1906,1,4,14504,42.0,0
1907,1,5,12788,47.0,0
1908,1,1,16339,42.0,0
1909,0,1,14533,57.0,1
1910,0,0,15810,32.0,1
1911,1,1,15643,42.0,0
1913,1,17,15844,47.0,0
1914,0,0,15810,32.0,1
1915,1,2,10589,37.0,0
1916,1,4,15350,47.0,0
1917,0,0,15838,47.0,1
1918,1,4,22814,21.0,0
1919,0,0,16771,62.0,1
1920,1,18,13119,21.0,0
1922,1,1,20784,32.0,0
1923,1,4,21802,47.0,0
1924,1,2,19565,47.0,0
1925,1,1,16314,42.0,0
1926,1,1,15282,27.0,0
1927,1,13,15068,27.0,0
1928,1,12,12350,27.0,0
1929,1,1,13432,47.0,0
1930,1,10,13898,42.0,0
1931,1,1,17343,32.0,0
1932,1,3,20812,42.0,0
1933,0,0,16115,52.0,1
1934,1,5,16444,47.0,0
1935,1,1,14858,47.0,0
1936,1,1,16991,27.0,0
1937,1,3,15968,37.0,1
1938,1,1,18737,37.0,0
1939,1,1,17453,27.0,0
1940,3,13,16657,42.0,1
1941,1,2,22815,37.0,0
1942,0,0,15838,47.0,1
1943,0,0,15810,32.0,1
1946,0,0,19289,16.0,1
1947,1,7,14371,37.0,0
1948,1,1,16082,16.0,0
1949,1,1,17192,27.0,0
1950,1,1,16990,21.0,0
1951,1,2,17591,21.0,0
1952,1,1,14143,42.0,0
1953,1,3,16572,42.0,0
1954,1,3,16675,27.0,0
1955,1,8,10501,32.0,0
1956,1,2,12752,42.0,0
1957,0,0,15810,32.0,1
1958,1,16,15968,52.0,0
1959,1,1,17168,47.0,0
1960,0,0,16166,21.0,1
1961,0,0,16166,21.0,1
1963,1,4,16644,37.0,0
1964,2,11,13496,37.0,0
1965,1,1,17815,37.0,0
1966,0,0,15674,42.0,1
1968,1,16,19107,47.0,0
1969,0,0,15919,27.0,1
1970,2,14,11898,47.0,0
1971,0,0,15919,27.0,1
1972,1,1,17135,37.0,0
1973,1,7,14198,62.0,0
1974,2,3,19801,62.0,0
1975,0,1,15645,37.0,1
1976,0,0,15645,37.0,1
1977,1,1,15686,42.0,0
1979,0,3,15838,47.0,1
1980,1,29,13726,42.0,0
1981,0,0,15838,47.0,1
1982,1,1,16258,32.0,0
1983,0,5,16166,21.0,1
1984,0,1,16115,52.0,1
1985,1,1,16174,27.0,0
1987,0,1,16115,52.0,1
1988,0,2,15645,37.0,1
1989,0,0,15838,47.0,1
1991,1,1,17141,32.0,1
1992,1,5,16308,52.0,0
1993,1,2,17245,21.0,0
1994,1,1,19625,32.0,0
1995,0,0,16115,52.0,1
1996,1,1,17216,21.0,0
1997,1,1,9585,47.0,0
1998,1,1,16175,21.0,0
2000,0,0,15838,47.0,1
2001,1,14,14707,37.0,0
2004,0,2,15645,37.0,1
2005,0,6,13244,37.0,1
2007,0,0,15810,32.0,1
2008,1,1,17011,47.0,0
2009,1,3,14710,52.0,0
2010,1,1,13662,21.0,0
2011,1,5,17371,42.0,0
2012,2,4,13464,21.0,0
2013,0,0,15838,47.0,1
2014,0,0,15810,32.0,1
2015,0,0,17196,67.0,1
2016,1,1,18146,32.0,0
2017,0,1,15919,27.0,1
2018,3,7,15256,42.0,1
2019,1,1,15810,32.0,0
2021,0,0,15810,32.0,1
2022,2,4,18884,42.0,0
2023,1,5,12955,47.0,0
2024,0,0,15674,42.0,1
2025,0,0,15810,32.0,1
2026,1,1,19295,32.0,0
2027,2,10,16115,52.0,0
2028,1,2,13505,42.0,0
2029,0,0,15919,27.0,1
2030,1,2,14407,42.0,0
2031,1,3,15180,32.0,0
2032,1,1,21444,42.0,0
2033,0,0,15674,42.0,1
2034,1,4,13799,37.0,0
2035,1,19,12994,27.0,0
2036,2,6,20492,37.0,0
2037,1,1,17495,74.5,0
2038,1,2,13336,27.0,0
2039,1,9,15838,47.0,0
2040,0,0,15919,27.0,1
2041,1,2,12102,37.0,0
2042,1,1,17438,21.0,0
2044,0,0,15919,27.0,1
2045,1,3,16816,52.0,0
2046,2,20,13045,52.0,0
2047,1,2,11310,52.0,0
2049,1,5,15333,52.0,0
2050,1,3,14015,32.0,0
2051,0,0,16115,52.0,1
2052,1,6,11580,27.0,0
2054,1,2,15236,42.0,0
2055,1,2,13300,21.0,0
2056,0,0,15919,27.0,1
2057,2,5,14809,47.0,1
2060,1,1,19735,32.0,0
2061,1,3,15709,47.0,0
2062,1,2,16805,21.0,0
2063,3,9,14205,32.0,0
2064,1,1,20403,27.0,0
2065,0,0,17196,67.0,1
2067,1,1,12899,37.0,0
2068,1,3,20142,32.0,0
2069,1,3,19242,32.0,0
2070,1,1,13443,32.0,0
2071,1,1,18176,32.0,0
2072,2,14,12116,42.0,0
2073,0,0,15838,47.0,1
2074,0,0,15674,42.0,1
2075,0,0,15810,32.0,1
