runnerId,avgWithoutCurrentYear,category,noOfRacesInCurrentYear
1351,0,62.0,13





















1352,0,42.0,1

1353,17062,32.0,2

1353,0,32.0,1






1354,14568,21.0,1
1354,12552,21.0,1

1355,0,47.0,1


1358,11514,37.0,2
1358,11514,37.0,2

1358,11536,37.0,2


1360,15181,47.0,5



1360,15942,47.0,1





1365,17943,42.0,2

1365,16201,42.0,5



1365,19686,42.0,4






1366,0,47.0,2



1367,0,16.0,2

1368,0,47.0,1








1369,0,42.0,10





























1374,12790,52.0,1
1374,12770,52.0,2
1374,12770,52.0,2
1374,12559,52.0,1


1375,0,57.0,5














1378,0,32.0,1



1380,0,47.0,3

1380,0,47.0,3





1385,15213,52.0,2

1385,15669,52.0,2




1388,11851,47.0,1
1388,14345,47.0,4



1388,13730,47.0,3






1392,0,37.0,1
1393,0,27.0,2










1403,15372,52.0,1
1403,16571,52.0,1
1403,16944,52.0,1

1405,0,27.0,2



1408,0,37.0,2






1413,0,42.0,3










1418,0,37.0,1


1419,16705,37.0,2
1419,16705,37.0,2

1419,0,37.0,3
















1426,0,32.0,1

















1427,0,32.0,8












1428,0,47.0,2

1430,0,37.0,2









1433,0,32.0,7





1433,0,32.0,7






1434,14907,52.0,1

1434,15132,52.0,4
1434,15132,52.0,4

1434,15043,52.0,2
1434,15043,52.0,2


1436,16767,37.0,1



1437,0,47.0,1

1438,14194,42.0,2


1438,15055,42.0,1


1440,0,57.0,1

1441,0,32.0,1




1442,0,37.0,2



1445,13213,57.0,1
1445,13177,57.0,2
1445,13177,57.0,2

1445,13198,57.0,8




1445,13198,57.0,8


1445,13430,57.0,9
1445,13430,57.0,9









1446,0,42.0,2



1447,0,52.0,1



1450,0,32.0,2

1451,0,37.0,2







1457,14161,47.0,1
1457,14330,47.0,1








1462,16038,47.0,1
1462,0,47.0,2

1463,0,32.0,2

1464,15334,21.0,1
1464,18351,21.0,1
1465,15623,27.0,1
1465,0,27.0,2




1468,0,16.0,2




1472,0,52.0,1




1475,0,32.0,1


1476,0,57.0,4


1477,0,21.0,1


1478,12942,42.0,1


1478,17646,42.0,2
1478,17646,42.0,2


1480,14656,52.0,2
1480,14656,52.0,2

1480,14860,52.0,2
1480,14860,52.0,2





1482,0,52.0,4






1485,0,42.0,3








1488,0,47.0,1




1489,0,32.0,1

1490,0,32.0,3





1492,0,27.0,2





1493,0,37.0,1










1497,0,32.0,1


1500,11604,52.0,3

1500,11604,52.0,3


1500,11695,52.0,4

1500,11695,52.0,4





1501,0,57.0,3



1502,0,27.0,1

1503,0,37.0,2



1506,0,27.0,2



1509,0,37.0,1








1512,0,27.0,1




1515,0,32.0,2

1516,0,42.0,2


1518,0,42.0,4











1519,0,37.0,2
1519,0,37.0,2



1520,20640,37.0,1
1520,19902,37.0,2






1522,0,32.0,3


1523,0,32.0,1






1524,0,27.0,1




1526,0,32.0,3




1527,0,47.0,1



1529,11825,42.0,1
1529,12121,42.0,1
1529,11529,42.0,1





1535,12973,42.0,1
1535,13418,42.0,1
1535,13376,42.0,1






1539,12361,32.0,1
1539,11709,32.0,1


1542,0,37.0,2


1544,0,37.0,1


1545,0,42.0,2




1546,13669,42.0,3
1546,13669,42.0,3

1546,13224,42.0,2

1547,19999,27.0,1
1547,0,27.0,1



1550,0,47.0,2








1554,13504,42.0,2


1554,13131,42.0,3

1555,0,32.0,1





1559,0,47.0,1







1562,0,32.0,4




1563,0,42.0,3


1564,15480,57.0,1
1564,15148,57.0,2
1564,15148,57.0,2








1566,0,27.0,2



1568,14161,42.0,1
1568,12258,42.0,2


1569,0,52.0,1


1571,0,27.0,2

1572,0,57.0,1




1575,0,21.0,1

1577,13606,37.0,1
1577,14104,37.0,2
1577,14104,37.0,2

1578,0,42.0,2

1580,0,52.0,1












1581,0,42.0,3




1582,0,27.0,2

1584,0,37.0,2





1585,0,37.0,1
1585,18213,37.0,1






1590,0,52.0,4





1591,0,32.0,4



1592,0,21.0,1


1594,0,52.0,1


1596,13562,67.0,1
1596,13447,67.0,1
1596,13899,67.0,2
1596,13899,67.0,2


1598,14843,74.5,2

1598,14714,74.5,3


1598,15449,74.5,5



1598,15449,74.5,5
1598,15351,74.5,3


1599,19132,37.0,1
1599,0,37.0,1
1600,0,32.0,1


1601,12688,32.0,2

1601,0,32.0,1



1602,0,42.0,2





1607,17468,52.0,1
1607,14612,52.0,1


1610,0,32.0,1



1612,15820,32.0,1
1612,18964,32.0,1




1614,0,32.0,2




1615,0,37.0,2

1615,19068,37.0,1




1618,0,52.0,2


1620,0,37.0,1






1621,15050,32.0,3


1621,15050,32.0,2
1621,15039,32.0,3
1621,15039,32.0,3

1622,0,32.0,3











1630,20503,52.0,2


1630,0,52.0,2

1631,0,37.0,2



1632,0,37.0,1




1634,0,47.0,1







1640,19326,32.0,1
1640,18484,32.0,2
1640,18484,32.0,2
1641,0,32.0,1

1642,15262,37.0,1

1642,17852,37.0,3
1642,17852,37.0,3

1643,0,32.0,1





1646,0,57.0,3



1647,0,16.0,2


1649,13689,52.0,1
1649,14214,52.0,1


1650,0,27.0,2




1653,0,32.0,2







1660,0,37.0,2

1661,0,27.0,2




1665,0,42.0,1




1668,16879,52.0,1







1669,13173,42.0,7














1669,13559,42.0,8







1669,12788,42.0,7






1670,0,42.0,1



1673,0,27.0,4

1673,0,27.0,4






1674,14245,27.0,2




1674,14643,27.0,2








1678,14544,21.0,2

1678,13359,21.0,1




1680,11358,47.0,1

1680,7571,47.0,4

1680,7571,47.0,4

1680,5396,47.0,1
1681,0,37.0,2

1682,0,21.0,2



1685,17888,57.0,1
1685,15885,57.0,1







1689,0,37.0,2
1689,0,37.0,2




1690,0,37.0,2





1691,18055,37.0,4










1693,0,47.0,1


1695,0,42.0,2





1699,0,42.0,2





1704,0,47.0,1




1706,15213,42.0,1
1706,15179,42.0,1

1707,0,47.0,1















1711,-1,42.0,7






1711,-1,42.0,6



1711,0,42.0,5



1713,19639,21.0,3



1713,19408,21.0,7









1717,0,37.0,1






1719,0,27.0,1











1726,14490,42.0,1
1726,0,42.0,1


1727,0,52.0,1







1731,0,42.0,1



1732,0,67.0,1







1735,0,21.0,1



1736,0,32.0,3



1737,14692,21.0,1

1737,15612,21.0,1



1738,0,42.0,1

1739,0,21.0,1
1740,0,42.0,1


1742,0,42.0,2















1748,11638,37.0,4
1748,11638,37.0,4
1748,11638,37.0,4







1750,14433,27.0,1
1750,14433,27.0,1
1750,0,27.0,1




1753,12368,32.0,2

1753,0,32.0,5




1755,0,47.0,1





1756,0,32.0,2










1761,15222,37.0,6

1761,15222,37.0,6



1762,0,52.0,2









1768,0,42.0,1
1769,0,32.0,2








1773,0,27.0,1






1774,0,27.0,5








1776,15587,32.0,2

1776,15694,32.0,2


1778,11616,47.0,1
1778,0,47.0,1




1780,0,37.0,2






1782,17212,37.0,3
1782,17212,37.0,3
1782,15867,37.0,2

1783,16958,27.0,1

1783,16958,27.0,2
1783,0,27.0,2


1785,14120,47.0,2

1785,13812,47.0,2


1787,0,32.0,2






1791,0,27.0,4








1792,18865,52.0,5

1792,0,52.0,4


1792,0,52.0,4




1797,0,42.0,3




1798,0,42.0,2



1801,0,32.0,1






1806,0,52.0,2




1807,0,52.0,1





1810,0,42.0,1

1810,15968,42.0,1



1811,0,32.0,1



1815,0,42.0,2



1818,0,42.0,1




1819,0,52.0,3







1822,0,42.0,2


1822,16772,42.0,3




1824,0,42.0,1











1833,15516,32.0,1
1833,7757,32.0,1
1834,0,47.0,3


1835,0,67.0,1










1838,0,37.0,4

1838,0,37.0,4





1841,0,37.0,1


1842,0,47.0,1

1843,0,57.0,2








1845,0,52.0,2




1846,14940,67.0,6

1846,14940,67.0,6
1846,14940,67.0,6


1846,14774,67.0,6
1846,14774,67.0,6
1846,14774,67.0,6
1846,14774,67.0,6
1846,14774,67.0,6

1846,14940,67.0,5
1846,14940,67.0,5
1846,14940,67.0,5


1846,14940,67.0,2



1849,0,37.0,2


1850,0,32.0,1




1852,0,37.0,2

1853,0,42.0,1




1856,15373,52.0,1
1856,0,52.0,2













1861,19308,27.0,2

1861,0,27.0,2


1862,0,47.0,1







1868,13353,42.0,2
1868,13353,42.0,2
1868,13889,42.0,2


1869,0,47.0,3










1870,0,42.0,3





1873,0,42.0,2

1874,18538,27.0,1
1874,14401,27.0,2


1875,0,52.0,2


1876,0,62.0,1



1878,0,47.0,3


1879,13788,42.0,2

1879,15705,42.0,2


1880,16975,52.0,2

1880,17696,52.0,1




1882,14489,47.0,1
1882,14345,47.0,6

1882,14345,47.0,6






1884,0,47.0,2
1884,0,47.0,2



1885,0,42.0,2



1887,0,52.0,2




1889,0,27.0,2


1890,0,37.0,2








1896,12630,42.0,2

1896,11587,42.0,2


1898,13957,32.0,1
1898,13978,32.0,1


1901,19262,47.0,2

1901,16092,47.0,1



1903,0,37.0,2



1906,0,42.0,4




1907,12798,47.0,4
1907,12798,47.0,4

1907,12798,47.0,4

1909,14533,57.0,1
1909,14718,57.0,1





1913,0,47.0,7















1915,0,37.0,1



1916,0,47.0,2


1918,0,21.0,4












1920,0,21.0,6













1923,0,47.0,1

1924,0,47.0,1














1927,0,27.0,3





1928,0,27.0,6












1930,12890,42.0,2

1930,12378,42.0,3


1930,12890,42.0,1

1932,0,42.0,3



1934,16444,47.0,2

1934,0,47.0,1




1937,15968,37.0,1
1937,17748,37.0,2




1940,16657,42.0,1

1940,14947,42.0,3


1940,17146,42.0,7



1940,17146,42.0,7



1940,17399,42.0,3

1941,0,37.0,2







1947,0,37.0,5







1951,0,21.0,1



1953,0,42.0,3



1954,0,27.0,1

1955,10501,32.0,1

1955,0,32.0,4




1956,0,42.0,2















1958,0,52.0,3








1963,0,37.0,2




1964,13902,37.0,6


1964,13902,37.0,6


1964,13090,37.0,3












1968,0,47.0,4











1970,11982,47.0,6





1970,11815,47.0,6









1973,0,62.0,5




1974,19034,62.0,1
1974,20363,62.0,2
1974,20363,62.0,2
1975,0,37.0,1








1979,0,47.0,2










1980,13726,42.0,6




1980,13941,42.0,11
1980,13941,42.0,11
















1983,0,21.0,4



1984,0,52.0,2







1987,0,52.0,2

1988,0,37.0,1




1991,17141,32.0,1
1991,20757,32.0,1



1992,0,52.0,2

1993,0,21.0,1














2001,14707,37.0,6





2001,14125,37.0,2












2004,0,37.0,1



2005,13244,37.0,3
2005,13244,37.0,3

2005,13073,37.0,2

2005,13073,37.0,1






2009,0,52.0,2



2011,0,42.0,3





2012,13955,21.0,1
2012,12973,21.0,1




2017,0,27.0,1


2018,15256,42.0,1
2018,14823,42.0,2

2018,15600,42.0,2

2018,16034,42.0,2




2022,16340,42.0,2

2022,21429,42.0,1





2023,0,47.0,1



2027,-1,52.0,2


2027,-1,52.0,3

2027,-1,52.0,3
2027,-1,52.0,3

2027,-1,52.0,2


2028,0,42.0,1

2030,0,42.0,2


2031,0,32.0,2



2034,13799,37.0,2
2034,13799,37.0,2
2034,13689,37.0,2
2034,13689,37.0,2




2035,12994,27.0,9





2035,12994,27.0,9
2035,12994,27.0,9

2035,12994,27.0,4


2035,12994,27.0,4
2035,12721,27.0,2
2035,12721,27.0,2
2036,26300,37.0,3


2036,14685,37.0,3



2038,0,27.0,2




2039,0,47.0,4






2041,0,37.0,2







2045,0,52.0,1










2046,12494,52.0,5






2046,13596,52.0,5


2047,0,52.0,2





2049,15233,52.0,1
2049,15333,52.0,1


2050,0,32.0,1


2052,11580,27.0,1

2052,11580,27.0,2
2052,11760,27.0,2


2054,15236,42.0,1
2054,0,42.0,1
2055,13300,21.0,1
2055,0,21.0,1

2057,14809,47.0,2

2057,15071,47.0,2

2057,14616,47.0,2










2061,0,47.0,1
2062,0,21.0,2

2063,13461,32.0,4


2063,13461,32.0,4
2063,14249,32.0,2

2063,14904,32.0,3







2068,0,32.0,2


2069,0,32.0,2







2072,13571,42.0,7







2072,10661,42.0,4







2078,0,21.0,1





2082,0,52.0,2





2086,0,27.0,1


2088,0,47.0,3






2090,0,37.0,1
2091,0,37.0,1






2094,0,47.0,1


2096,15759,52.0,3


2096,15221,52.0,2




2099,19422,32.0,1







2100,0,37.0,1







2104,0,52.0,2




2107,14997,47.0,2
2107,15695,47.0,6

2107,15695,47.0,6









2108,0,42.0,1



2111,0,21.0,1



2113,15174,42.0,1

2114,0,47.0,3




2117,15583,21.0,2

2117,19765,21.0,2







2124,14508,32.0,3
2124,14508,32.0,3

2124,15081,32.0,1






















2130,0,37.0,1







2131,0,27.0,3




2133,0,37.0,2


2134,0,27.0,1

2135,0,42.0,1


2136,0,27.0,1





2139,13716,42.0,3

2139,16049,42.0,3

2139,16049,42.0,3




2140,0,47.0,3










2144,0,52.0,1


2145,15905,42.0,1
2145,12355,42.0,1
2146,0,42.0,2

2147,19333,32.0,2

2147,21580,32.0,3









2148,14398,42.0,5
2148,14398,42.0,5












2149,0,52.0,1


2150,13624,21.0,1
2150,12649,21.0,1

2152,0,27.0,2
















2155,12499,42.0,2

2155,0,42.0,2







2159,0,47.0,1
2160,15492,27.0,1
2160,13410,27.0,1



2161,0,21.0,2




2162,14718,52.0,1
2162,14555,52.0,1






2169,0,21.0,1


2171,0,47.0,2


2173,16223,42.0,2






2173,16223,42.0,8



2173,16223,42.0,8


2173,15974,42.0,6







2174,14737,42.0,1


2174,14498,42.0,3


2175,0,21.0,2

2176,0,32.0,2




2178,23051,37.0,1
2178,0,37.0,2
2178,0,37.0,2

2178,23051,37.0,2



2179,0,37.0,1
2180,20804,47.0,2

2180,19250,47.0,3



2181,0,27.0,1




2182,13901,42.0,6
2182,13901,42.0,6




2182,13512,42.0,2



2184,0,27.0,1


2187,0,21.0,3







2191,0,21.0,2

2192,0,42.0,1





2195,13219,47.0,1
2195,11841,47.0,1


2197,0,42.0,2


2198,0,32.0,2



2201,0,42.0,4











2207,0,32.0,1






2208,0,21.0,2



2209,17086,52.0,7







2209,18325,52.0,2

2209,18325,52.0,5









2211,0,42.0,2










2218,0,27.0,4
2218,0,27.0,4



2219,0,52.0,1

2219,-1,52.0,2




2221,0,52.0,3




2222,0,32.0,1
2223,0,32.0,1









2227,0,27.0,3











2231,0,42.0,1


2234,16864,42.0,1
2234,16826,42.0,1


2237,0,21.0,2




2239,0,27.0,1
2240,0,27.0,1





2241,14906,37.0,4

2241,0,37.0,3



2241,14906,37.0,3





2243,14401,52.0,1
2243,14827,52.0,2

2243,14616,52.0,1
2244,0,27.0,2






2246,0,21.0,2














2255,0,42.0,2


2256,0,32.0,2

2257,0,32.0,1


2259,0,32.0,2

2260,17254,57.0,1
2260,17608,57.0,3

2260,17608,57.0,3


2262,14128,47.0,2


2262,13893,47.0,4
2262,13893,47.0,4
2262,13893,47.0,4
2262,14128,47.0,2

2262,14128,47.0,1



2263,0,47.0,2





2266,0,21.0,5





2268,0,42.0,2


2269,11680,52.0,1
2269,10762,52.0,1
2270,0,21.0,2


2271,0,32.0,1


2274,15361,57.0,1
2274,13954,57.0,1


2277,10702,32.0,4
2277,10702,32.0,4


2277,11336,32.0,2


2279,0,37.0,2







2280,16019,32.0,5

2280,0,32.0,2



2281,0,47.0,5




2282,12730,37.0,1
2282,11686,37.0,1


2284,0,27.0,1


2285,0,21.0,6







2288,0,37.0,2

2289,0,37.0,1



2292,0,42.0,3





2293,0,27.0,1


2294,0,32.0,1

2296,0,27.0,2


2298,15503,32.0,1
2298,0,32.0,1


2301,0,27.0,2












2302,0,21.0,2














2314,0,42.0,1




2316,0,42.0,1

2318,0,42.0,2




2319,0,32.0,2






2326,15283,21.0,1
2326,16622,21.0,2
2326,16622,21.0,2



2329,0,37.0,4

2329,0,37.0,4



2330,0,27.0,1


2331,0,52.0,1



2334,15697,42.0,2

2334,18433,42.0,2



2337,11438,37.0,2



2337,11438,37.0,4

2337,11275,37.0,3




2337,11438,37.0,6




2338,0,27.0,2





2340,12120,32.0,4


2340,12120,32.0,4



2340,12292,32.0,6

2340,12292,32.0,6









2343,17094,42.0,1
2343,14771,42.0,1
2344,0,32.0,1





2348,0,32.0,1




2349,0,42.0,8


2349,0,42.0,8















2354,0,62.0,3

2355,0,52.0,1


2356,15937,37.0,1
2356,15427,37.0,1
2356,15676,37.0,1

2356,16707,37.0,3

2357,0,32.0,1








2364,16100,62.0,2
2364,0,62.0,4








2365,14207,42.0,1
2365,14582,42.0,2
2365,14582,42.0,2
2365,14346,42.0,1
2366,18905,47.0,1
2366,-1,47.0,3








2370,0,47.0,2





2374,0,57.0,1

2375,11988,37.0,1
2375,0,37.0,1


2377,0,32.0,2
2378,12611,37.0,1
2378,16298,37.0,1

2380,0,37.0,3








2383,0,57.0,2

2384,0,42.0,1






2388,12564,47.0,2

2388,12526,47.0,2






2394,0,47.0,1








2399,16963,52.0,5




2399,15506,52.0,7






2400,0,47.0,2




































2409,15846,57.0,1
2409,17674,57.0,2



2409,17674,57.0,2









2412,0,27.0,1


2415,13151,42.0,2

2415,13869,42.0,2

2416,0,21.0,1



2418,0,32.0,2








2423,0,37.0,1








2427,0,37.0,2




2428,14818,37.0,5



2428,14346,37.0,5






2428,14361,37.0,4





2433,0,27.0,1







2435,0,47.0,13



























2436,0,37.0,3


2437,0,21.0,1

2438,16413,52.0,1
2438,19280,52.0,1



2440,14122,37.0,3


2440,0,37.0,5







2442,0,42.0,1









2445,0,32.0,1






2446,0,47.0,2



2448,0,52.0,2
2449,15931,47.0,1

2449,13763,47.0,1



2452,0,42.0,2








2455,14926,37.0,1
2455,0,37.0,2
2455,0,37.0,2




2456,16152,32.0,2

2456,15969,32.0,6




2456,16336,32.0,4





2457,0,52.0,1



2459,0,27.0,1




2464,21733,21.0,2

2464,20826,21.0,1


2466,16284,52.0,4



2466,16440,52.0,6












2470,0,37.0,1




2473,0,27.0,1

2474,13916,42.0,1

2475,0,32.0,1

2476,0,21.0,1





2479,0,37.0,1



2482,15153,37.0,1

2482,15319,37.0,3



2483,0,32.0,2




2487,0,62.0,2


2488,0,21.0,1


2491,0,21.0,4









2495,0,32.0,2




2497,0,37.0,1
2498,0,52.0,1



2500,9860,52.0,1
2500,13589,52.0,1
2500,10871,52.0,1
2500,10516,52.0,2
2500,10516,52.0,2








2501,0,47.0,3


2502,15634,47.0,1
2502,0,47.0,1

2504,0,42.0,2
2504,0,42.0,2

2505,0,42.0,1

















2506,0,37.0,3



























2507,0,57.0,2


2508,15310,57.0,1
2508,15166,57.0,2
2508,15166,57.0,2

2508,15349,57.0,4
2508,15349,57.0,4
2508,15349,57.0,4
2509,0,32.0,3



2511,0,37.0,1




2512,0,27.0,1























2516,14726,42.0,9


2516,15473,42.0,6




2516,13980,42.0,7







2517,0,27.0,2


2518,15841,42.0,2
2518,0,42.0,4



2519,0,37.0,2

2520,0,27.0,1


2521,11318,32.0,3
2521,11318,32.0,3
2521,11318,32.0,3
2521,11318,32.0,3

2521,11054,32.0,1


2523,0,32.0,2




2527,13567,42.0,1
2527,13494,42.0,1
2527,13651,42.0,2

2527,13510,42.0,2

2528,0,21.0,2



2529,0,37.0,1








2530,0,47.0,3








2537,0,42.0,1


2539,12562,47.0,1
2539,12859,47.0,2












2545,14466,21.0,5




2545,0,21.0,2





2548,15094,27.0,5
2548,15094,27.0,5



2548,15094,27.0,2



2548,0,27.0,3

2549,0,37.0,5

2549,0,37.0,5



















2552,0,47.0,3



2554,14354,27.0,1
2554,15402,27.0,1








2558,0,42.0,2


2560,0,37.0,1


2561,0,42.0,3





2563,0,42.0,3






2564,0,27.0,1




2569,0,21.0,4










2575,0,32.0,5













2579,0,32.0,5








2582,0,27.0,3



2582,17800,27.0,2


2584,0,32.0,2
2584,0,32.0,2

2586,14920,47.0,1
2586,19665,47.0,1





2587,12157,37.0,2


2587,12130,37.0,3

2587,11894,37.0,2










2592,0,42.0,2







2593,10654,42.0,8





2593,10654,42.0,8

2593,10728,42.0,8







2593,10812,42.0,4






2596,0,47.0,1







2600,0,27.0,3







2602,0,57.0,1
2603,16462,32.0,1

2603,0,32.0,1

2604,3756,52.0,1





2608,0,42.0,2





2612,12355,32.0,1
2612,12355,32.0,4

2612,12355,32.0,4

2612,12330,32.0,4



2613,0,37.0,1


2614,15248,47.0,1
2614,15605,47.0,8













2614,15248,47.0,6





2615,0,37.0,2

2616,13470,42.0,1
2616,13128,42.0,7







2616,13348,42.0,9
2616,13348,42.0,9




2616,13348,42.0,9


2616,13345,42.0,8
2616,13345,42.0,8







2619,0,21.0,1



2621,0,37.0,4




2622,14990,27.0,2



2622,14990,27.0,8





2622,15114,27.0,3
2622,15114,27.0,3


2624,14758,32.0,1
2624,14937,32.0,1
2624,14937,32.0,1





2625,12386,47.0,1

2625,12107,47.0,2


2627,15666,37.0,1
2627,0,37.0,1






2634,16562,21.0,1
2634,16751,21.0,3




2637,13986,47.0,2
2637,13986,47.0,2


2640,0,27.0,2







2644,22616,27.0,6
2644,22616,27.0,6


2644,22616,27.0,6


2646,0,47.0,3



2648,18807,42.0,2

2648,17788,42.0,2

2648,19827,42.0,2











2656,0,52.0,4





2657,0,47.0,3




2659,0,42.0,1



2660,0,47.0,5






2662,0,21.0,1



2663,0,57.0,1





2666,12167,37.0,2

2666,12167,37.0,1
2666,0,37.0,2





2668,0,47.0,1


2670,0,21.0,1

2671,0,42.0,1



2672,0,42.0,1











2677,14882,42.0,4


2677,14387,42.0,4
2677,14387,42.0,4


2677,15378,42.0,5







2678,0,47.0,4





2679,20492,37.0,1

2679,21390,37.0,2


2680,0,21.0,1



2682,0,52.0,1






2683,0,47.0,3






2684,16082,47.0,1

2684,-1,47.0,6

















2688,0,37.0,3








2689,13955,52.0,5




2689,14099,52.0,4

2689,14099,52.0,4


