1689,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:50:30,F30-39
1690,2016-03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:42:01,M40-49
1691,2016-05-22,CoursesThematiquesMarathonSSQdeLongueuil,MARATHON,05:00:55,M40-49
1693,2016-07-15,Demi-MarathondelaBandeduCanal,10KM,-1,F40-49
1693,2016-06-05,Demi-MarathondesVignobles,15KM,01:25:37,F40-49
1693,2016-04-29,Le5kdesflambeaux,5KM,00:33:08,F40-49
1711,2016-08-24,IronmanMont-Tremblant,OVERALLRESULTS,-1,F40-44
1711,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,08:04:33,F40-44
1711,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F40-44
1717,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:53:16,F30-39
1719,2016-08-17,Le5kmEndurance,5KM,00:16:06,M20-29
1719,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,01:12:46,M20-29
1719,2016-03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:33:37,M20-29
1719,2016-02-21,DéfiHivernalIleBizard,10KM,00:35:32,M20-29
1719,2016-02-21,DéfiHivernalIleBizard,5KM,00:16:56,M20-29
1726,2016-07-08,Le5et10kmduP'titTrainduNord,10KM,00:49:06,F40-49
1726,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:29:17,F45-49
1726,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F45-49
1732,2016-04-30,MarathondesÉrables,DEMI-MARATHON,02:11:49,M70+
1748,2016-08-28,MarathonSSQLévis-Québec,MARATHON,-1,M40-44
1748,2016-05-08,SportingLife10KOttawa,10KM,-1,M40-44
1748,2016-04-03,AroundtheBay30KRoadRace,30KM,02:18:32,M40-44
1750,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F30-34
1761,2016-07-30,TrimemphréMagog,TRIATHLONOLYMPIQUE,03:21:20,F40-44
1774,2016-08-17,Le5kmEndurance,5KM,00:19:07,M20-29
1774,2016-08-14,Demi-marathondeMont-Tremblant,10KM,00:40:40,M20-29
1774,2016-07-24,CourseMECMontréal#3,5KM,00:22:06,M20-29
1774,2016-03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:41:52,M20-29
1780,2016-09-03,DÉFIPOPULAIREDELAVALLÉEDURICHELIEU,TRIATHLONSPRINT,01:07:26,M35-39
1780,2016-07-30,TrimemphréMagog,TRIATHLONDEMILONGUEDISTANCECHAMPIONNATPROVINCIAL,05:10:19,M35-39
1792,2016-09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC125,-1,M50-59
1792,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M50-54
1798,2016-04-30,MarathondesÉrables,30KM,02:37:04,M40-49
1811,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M30-34
1822,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:00:41,F40-49
1841,2016-07-31,TriathlondeCharlevoix,TRIATHLONOLYMPIQUE,02:16:07,M40-44
1841,2016-03-26,CourseMECQuébec#1-LEDÉFIDESCOCOS,10KM,00:41:42,M30-39
1842,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:56:37,M40-49
1846,2016-05-01,MississaugaMarathonRaces,FULLMARATHON,04:44:56,M60-69
1846,2016-04-03,AroundtheBay30KRoadRace,30KM,03:14:05,M65-69
1846,2016-02-28,YMCAHalfMarathon,HALF-MARATHON,02:22:16,M60+
1850,2016-06-25,MudHeroMontreal,6KMOBSTACLECOURSE,01:03:28,F35-39
1861,2016-07-03,Demi-MarathondeSherbrooke,10KM,00:56:28,F30-39
1861,2016-05-22,CoursesThematiquesMarathonSSQdeLongueuil,DEMIMARATHON,02:05:32,F30-39
1869,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F45-49
1870,2016-07-24,IronmanLakePlacid,INDIVIDUALRESULTS,13:56:54,M40-44
1870,2016-04-24,Demi-MarathondesGuépards,21.1KM,01:57:24,HOMMES
1882,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M50-54
1887,2016-08-24,IronmanMont-Tremblant,OVERALLRESULTS,14:57:30,M55-59
1927,2016-05-01,COURSEPRINTANIEREPARCNATIONALD'OKA,10KMCOURSE,00:42:18,M20-29
1927,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M25-29
1930,2016-07-16,NorthFaceEnduranceChallenge,GORE-TEX50MILE,-1,M40-44
1930,2016-07-16,NorthFaceEnduranceChallenge,GORE-TEX50MILE,-1,M40-44
1930,2016-05-01,GoodlifeFitnessTorontoMarathon,MARATHON,03:04:39,M40-44
1930,2016-04-03,AroundtheBay30KRoadRace,30KM,02:06:30,M40-44
1955,2016-06-05,DescenteRoyale,10KMOASIS,-1,M35-39
1962,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:03:10,M30-39
1968,2016-08-24,IronmanMont-Tremblant,OVERALLRESULTS,13:28:31,M50-54
1968,2016-08-07,TriathlonInternationaldeMontreal,TRIATHLONOLYMPIQUE,02:48:26,M50-54
1968,2016-08-07,TriathlonInternationaldeMontreal,TRIATHLONOLYMPIQUEQUALIFICATIONMONDIAUX2017,02:48:26,M50-54
1973,2016-07-03,Demi-MarathondeSherbrooke,DEMIMARATHON,01:45:11,M60-69
1979,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:40:59,M40-49
1979,2016-04-30,MarathondesÉrables,30KM,02:53:07,M40-49
1980,2016-08-24,IronmanMont-Tremblant,OVERALLRESULTS,12:33:06,M40-44
1980,2016-07-03,LETRIATHLONDEVICTORIAVILLE,TRIATHLONOLYMPIQUE,02:35:00,M40-49
1980,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M40-44
1980,2016-04-24,BanqueScotia21KdeMontreal,5KM,-1,M40-44
1983,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:41:42,F20-29
1986,2016-07-24,CourseMECMontréal#3,10KM,01:14:05,M30-39
1992,2016-08-14,TriathlondeVerdun,TRIATHLONSPRINT,01:22:28,M50-54
2003,2016-03-20,CourseetmarchepopulairesdeLaSalle,5KM,00:24:14,M30-39
2005,2016-08-28,MarathonSSQLévis-Québec,MARATHON,-1,M45-49
2006,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,02:14:05,F20-29
2009,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F50-54
2012,2016-09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC125,-1,M12-29
2012,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M20-24
2018,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,01:39:52,M40-49
2023,2016-04-24,BanqueScotia21KdeMontreal,5KM,-1,M50-54
2028,2016-09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC65,-1,M40-49
2035,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M30-34
2050,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:33:52,M30-39
2099,2016-04-30,MarathondesÉrables,MARATHON,05:23:42,M30-39
2100,2016-06-19,CoursesThematiquesTourduLacBromeMerrell,20KM,01:49:38,M30-39
2108,2016-08-17,Le5kmEndurance,5KM,00:18:51,M40-49
2108,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:30:12,M40-49
2113,2016-07-08,Le5et10kmduP'titTrainduNord,10KM,00:49:51,M40-49
2113,2016-04-30,MarathondesÉrables,MARATHON,04:12:54,M40-49
2126,2016-06-05,Demi-MarathondesVignobles,15KM,01:35:30,F20-29
2131,2016-06-19,Ironman70.3Syracuse,OVERALL,06:37:29,F30-34
2131,2016-06-05,TriathlonChallengeAntoine-ManseauJoliette,TRIATHLONSPRINTAGOUVERT,01:27:34,F30-34
2139,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:49:24,M40-49
2139,2016-04-30,MarathondesÉrables,DEMI-MARATHON,01:39:47,M40-49
2140,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M45-49
2144,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:31:25,M50-59
2148,2016-08-24,IronmanMont-Tremblant,OVERALLRESULTS,14:44:28,F45-49
2148,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:17:22,F45-49
2148,2016-04-10,RunforRetina,HALFMARATHONRUN,02:06:55,F40-49
2148,2016-04-03,AroundtheBay30KRoadRace,30KM,02:41:25,F45-49
2157,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:03:18,F30-39
2159,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:09:27,F50-59
2159,2016-02-21,DéfiHivernalIleBizard,5KM,00:29:22,F50-59
2162,2016-06-19,ManitobaMarathon,MARATHON,-1,F50-54
2162,2016-05-01,BMOVancouverMarathon,MARATHON,04:13:55,F50-54
2184,2016-08-17,Le5kmEndurance,5KM,00:25:17,F20-29
2191,2016-04-10,CourseSaint-Laurent,10KM,00:34:26,M20-29
2191,2016-03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:34:26,M20-29
2201,2016-07-31,TrimemphréMagog,TRIATHLONSPRINT,01:25:59,M40-44
2222,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:31:59,M35-39
2227,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:01:57,M30-34
2231,2016-08-28,MarathonSSQLévis-Québec,MARATHON,-1,M40-44
2231,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
2239,2016-04-30,MarathondesÉrables,DEMI-MARATHON,01:21:32,M20-29
2239,2016-03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:36:28,M20-29
2241,2016-08-24,IronmanMont-Tremblant,OVERALLRESULTS,12:58:43,F40-44
2241,2016-06-19,Ironman70.3Syracuse,OVERALL,06:54:52,F40-44
2255,2016-08-14,Demi-marathondeMont-Tremblant,10KM,00:52:54,M40-49
2255,2016-07-15,Demi-MarathondelaBandeduCanal,10KM,-1,M40-49
2255,2016-07-08,Le5et10kmduP'titTrainduNord,10KM,00:43:00,M40-49
2255,2016-06-05,Demi-MarathondesVignobles,21KM,01:53:19,M40-49
2255,2016-04-30,MarathondesÉrables,30KM,02:46:54,M40-49
2262,2016-08-28,MarathonSSQLévis-Québec,MARATHON,-1,M45-49
2263,2016-07-16,VertleRaid-QuébecMégaTrail,25KMLAVIESPORTIVE,03:31:37,F50+
2271,2016-07-09,Coursed'unsoird'etedeLongueuil,10KM,00:46:01,M30-39
2294,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M30-34
2314,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:50:24,M40-49
2319,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F35-39
2341,2016-06-05,Demi-MarathondesVignobles,21KM,02:03:23,M20-29
2341,2016-04-30,MarathondesÉrables,15KM,01:25:57,M20-29
2356,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M35-39
2368,2016-04-30,MarathondesÉrables,MARATHON,03:41:02,M50-59
2383,2016-07-31,TrimemphréMagog,TRIATHLONSPRINT,02:01:16,F60-64
2383,2016-07-03,Demi-MarathondeSherbrooke,DEMIMARATHON,02:35:27,F60-69
2384,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,02:05:14,F40-49
2396,2016-06-05,COURSED’ÉTÉDESÎLESDEBOUCHERVILLE,10KMCOURSE,00:54:37,M30-39
2396,2016-05-22,CoursesThematiquesMarathonSSQdeLongueuil,10KM,00:57:19,M30-39
2402,2016-09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC125,-1,M40-49
2402,2016-08-21,VertleRaid-XCdelaVallee,TRANS-VALLEE,10:54:21,M40-49
2402,2016-08-21,VertleRaid-XCdelaVallee,21KM,03:19:29,M40-49
2402,2016-08-20,VertleRaid-XCdelaVallee,35KM,06:22:08,M40-49
2402,2016-08-19,VertleRaid-XCdelaVallee,10KMDENUIT,01:12:46,M40-49
2402,2016-07-24,IronmanCanada,INDIVIDUAL,13:21:47,M40-44
2402,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:42:38,M40-44
2402,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M40-44
2412,2016-08-07,TriathlonInternationaldeMontreal,TRIATHLONOLYMPIQUEQUALIFICATIONMONDIAUX2017,02:32:02,M30-34
2412,2016-08-07,TriathlonInternationaldeMontreal,TRIATHLONOLYMPIQUE,02:32:02,M25-29
2412,2016-07-16,VertleRaid-QuébecMégaTrail,25KMLAVIESPORTIVE,02:40:12,M18-29
2412,2016-06-25,5i50Mont-Tremblant,5I50INDIVIDUEL,02:38:38,M25-29
2419,2016-08-06,RAIDVÉLOMAG-VÉLIRIUM,60KM,05:16:36,SENIORM19-29
2427,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M35-39
2428,2016-09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC65,-1,M30-39
2428,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M35-39
2435,2016-08-28,MarathonSSQLévis-Québec,DEMI-MARATHON,-1,M45-49
2435,2016-06-05,DescenteRoyale,10KMOASIS,-1,M45-49
2435,2016-05-01,Demi-marathoninternationalOasisdeLévis,10KMOASIS,-1,M45-49
2440,2016-05-22,CoursesThematiquesMarathonSSQdeLongueuil,10KM,00:48:49,F30-39
2452,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,01:49:37,F40-49
2455,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M35-39
2455,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M35-39
2459,2016-02-21,DéfiHivernalIleBizard,10KM,00:42:20,M30-39
2473,2016-08-14,LaValsedescoureurs,10KM,00:54:36,M30-39
2474,2016-04-30,MarathondesÉrables,MARATHON,03:51:56,M40-49
2479,2016-06-05,Demi-MarathondesVignobles,30KM,03:10:16,M30-39
2479,2016-04-30,MarathondesÉrables,DEMI-MARATHON,01:55:09,M30-39
2482,2016-04-30,MarathondesÉrables,MARATHON,04:09:45,M30-39
2495,2016-05-28,TamarackOttawaRaceWeekend,OTTAWA10K,-1,F30-34
2501,2016-07-03,Demi-MarathondeSherbrooke,10KM,00:57:25,M40-49
2506,2016-08-07,DéfiBoréalSainte-Anne-de-Bellevue,5KM,00:18:23,M40-49
2506,2016-05-01,DéficourseetmarcheDesjardinsSainteThérèse,5KM,00:17:15,M40-49
2506,2016-04-10,CourseSaint-Laurent,5KM,00:17:15,M40-49
2506,2016-02-21,DéfiHivernalIleBizard,10KM,00:36:25,M40-49
2516,2016-09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC28,03:32:54,F40-49
2516,2016-07-16,VertleRaid-QuébecMégaTrail,10KMMICROBRASSERIEDESBEAUXPRÉS,01:58:08,F40-49
2516,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:17:46,F40-44
2516,2016-06-18,TriathlonFBLDrummondville,TRIATHLONOLYMPIQUE-COUPEQUÉBEC,02:49:19,F40-44
2530,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:01:17,M50-54
2545,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F25-29
2548,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F25-29
2548,2016-05-28,TamarackOttawaRaceWeekend,OTTAWA10K,-1,F30-34
2549,2016-05-22,CoursesThematiquesMarathonSSQdeLongueuil,DEMIMARATHON,01:53:52,F40-49
2575,2016-08-27,MarathonSSQLévis-Québec,COURSEDESJEUNESTANGUAY,-1,M09-10
2579,2016-06-12,LAGRANDEVIRÉEDESSENTIERS,20KM,01:46:19,F30-39
2579,2016-05-22,CoursesThematiquesMarathonSSQdeLongueuil,5KM,00:23:38,F30-39
2584,2016-04-10,CourseSaint-Laurent,5KM,00:24:55,F30-39
2587,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
2587,2016-05-14,BonjourPrintemps,21KM,01:32:32,M40-49
2587,2016-05-01,Demi-marathoninternationalOasisdeLévis,DEMI-MARATHON,-1,M40-44
2592,2016-08-17,Le5kmEndurance,5KM,00:22:59,M40-49
2592,2016-04-10,CourseSaint-Laurent,10KM,00:51:15,M40-49
2592,2016-03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:52:41,M40-49
2592,2016-02-21,DéfiHivernalIleBizard,5KM,00:25:08,M40-49
2593,2016-06-18,CoursesThematiquesTourduLacBromeMerrell,22.2KM,01:47:04,F40-49
2604,2016-02-14,WintermanMarathonandMarathonRelays,10K(MARATHONERS),01:02:36,M50-54
2614,2016-08-28,MarathonSSQLévis-Québec,DEMI-MARATHON,-1,F45-49
2625,2016-07-13,5kand15kFarmRun,15KM,01:16:25,M50-59
2625,2016-05-28,TamarackOttawaRaceWeekend,OTTAWA10K,-1,M45-49
2666,2016-05-28,TamarackOttawaRaceWeekend,OTTAWA10K,-1,M35-39
2668,2016-08-07,IronmanBoulder,OVERALLRESULTS,14:40:26,M45-49
2671,2016-04-30,MarathondesÉrables,10KM,00:44:32,F40-49
2672,2016-07-10,CourseMECLongueuil#3,21.1KM,01:56:22,M40-49
2672,2016-06-05,Demi-MarathondesVignobles,21KM,02:06:31,M40-49
2677,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F40-44
2677,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,F40-44
2677,2016-02-14,DemiMarathonHypothermique,DEMIMARATHON,01:56:46,F40-49
2688,2016-09-11,TriathlonEspritdeMontreal,TRIATHLONSPRINT,-1,M25-29
2688,2016-09-11,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,02:30:39,M25-29
2688,2016-04-24,BanqueScotia21KdeMontreal,5KM,-1,M35-39
2713,2016-03-26,CourseMECQuébec#1-LEDÉFIDESCOCOS,10KM,00:46:32,M30-39
2718,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F30-34
2718,2016-04-03,AroundtheBay30KRoadRace,30KM,02:27:59,F30-34
2726,2016-04-10,CourseSaint-Laurent,10KM,00:36:24,M40-49
2726,2016-03-20,CourseetmarchepopulairesdeLaSalle,5KM,00:17:21,M40-49
2731,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,F45-49
2740,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F35-39
2745,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
2747,2016-04-30,MarathondesÉrables,15KM,01:30:51,M30-39
2750,2016-08-28,CornwallTRIATHLON,SPRINTTRIATHLON,01:30:47,F30-39
2757,2016-07-15,Demi-MarathondelaBandeduCanal,10KM,-1,M40-49
2765,2016-08-28,MarathonSSQLévis-Québec,MARATHON,-1,M45-49
2765,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49
2767,2016-04-30,MarathondesÉrables,15KM,01:19:14,F30-39
2770,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:08:55,M50-59
2792,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:24:08,M45-49
2792,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M45-49
2794,2016-08-24,IronmanMont-Tremblant,OVERALLRESULTS,09:19:58,M30-34
2794,2016-08-07,TriathlonInternationaldeMontreal,TRIATHLONOLYMPIQUEQUALIFICATIONMONDIAUX2017,-1,M30-34
2794,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,04:19:31,M30-34
2802,2016-08-24,IronmanMont-Tremblant,OVERALLRESULTS,14:17:05,F40-44
2802,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,06:13:18,F40-44
2802,2016-06-18,GuelphLakeISubaruTriathlon,5150TRIATHLON,02:54:51,F40-44
2802,2016-06-05,MiltonSubaruTriathlon,SPRINTTRIATHLON,01:55:20,F40-44
2802,2016-05-01,MississaugaMarathonRaces,HALFMARATHONRUN,01:47:20,F40-49
2802,2016-04-03,AroundtheBay30KRoadRace,30KM,02:35:50,F40-44
2804,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M50-54
2808,2016-08-27,OttawaCraftBeerRun,5KM,00:16:58,M25-29
2808,2016-06-19,MECOttawarace2-Dad'sDayDash,5KM,00:17:43,M20-29
2808,2016-04-16,MECOttawarace1-TheSpringFlyer,10MILES,01:01:05,M20-29
2812,2016-09-11,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,-1,M20-24
2829,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:11:37,M50-59
2831,2016-04-10,CourseSaint-Laurent,10KM,00:43:31,M50-59
2832,2016-09-04,CoursesThematiques30kmsurlesrivesdeBoucherville,15KM,01:30:49,M40-49
2832,2016-05-14,DéfiMemphré,10KM,00:47:15,M40-49
2841,2016-06-25,MudHeroMontreal,6KMOBSTACLECOURSE,00:49:33,M20-24
2857,2016-09-11,TriathlonEspritdeMontreal,TRIATHLONOLYMPIQUE,-1,M20-24
2858,2016-06-25,5i50Mont-Tremblant,5I50INDIVIDUEL,03:29:35,F30-34
2872,2016-08-17,Le5kmEndurance,5KM,00:24:31,M60-69
2872,2016-08-14,LaValsedescoureurs,10KM,00:50:20,M60-69
2872,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:58:37,M60-69
2872,2016-05-01,DéficourseetmarcheDesjardinsSainteThérèse,10KM,00:50:44,M60-69
2872,2016-04-10,CourseSaint-Laurent,10KM,00:52:36,M60-69
2872,2016-03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:51:35,M60-69
2872,2016-02-21,DéfiHivernalIleBizard,10KM,00:53:15,M60-69
2883,2016-08-28,MarathonSSQLévis-Québec,MARATHON,-1,M50-54
2883,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M45-49
2883,2016-05-01,Demi-marathoninternationalOasisdeLévis,DEMI-MARATHON,-1,M50-54
2889,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,02:08:13,F40-49
2892,2016-09-04,CoursesThematiques30kmsurlesrivesdeBoucherville,15KM,01:27:22,M50-59
2895,2016-06-26,"MultiSportCanadaTriathlonSeriesWellandTri,Du&Give-It-A-Tri",LONGCOURSETRIATHLON,04:30:28,F30-34
2895,2016-06-25,TorontoWaterfront10,10KM,-1,F30-34
2895,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F30-34
2895,2016-04-09,RaceRosterSpringRunOff,8KM-KILLTHEHILLCHALLENGE,-1,F30-34
2895,2016-04-09,RaceRosterSpringRunOff,8KM,-1,F30-34
2895,2016-04-03,AroundtheBay30KRoadRace,30KM,02:42:32,F30-34
2899,2016-09-03,DÉFIPOPULAIREDELAVALLÉEDURICHELIEU,TRIATHLONSPRINT,01:20:30,M30-34
2899,2016-06-18,TriathlonFBLDrummondville,TRIATHLONSPRINT,01:18:24,M30-34
2900,2016-09-04,CoursesThematiques30kmsurlesrivesdeBoucherville,30KM,02:15:29,M40-49
2900,2016-06-04,DéfiTri-O-Lacs,10KM,00:40:17,M40-49
2902,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,01:43:38,M60-69
2902,2016-07-10,CourseMECLongueuil#3,21.1KM,01:40:28,M60+
2902,2016-05-15,CourseMECMontréal#2,15KM,01:10:44,M60+
2902,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:39:51,M60-69
2910,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M50-54
2920,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M50-54
2936,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,04:59:14,M40-44
2942,2016-06-19,ManitobaMarathon,HALFMARATHON,-1,M55-59
2960,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,F50-54
2960,2016-05-08,DÉFIGÉRARD-CÔTÉ,10KM,-1,F50-59
2966,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M40-44
2966,2016-04-24,BanqueScotia21KdeMontreal,5KM,-1,M40-44
2970,2016-08-20,TimbermanTriathlon,SPRINTTRIATHLON,01:43:10,F40-44
2985,2016-09-10,Ultra-TrailHarricanaduCanada(UTHC),UTHC80,-1,M12-29
2985,2016-06-27,Ironman70.3Mont-Tremblant,INDIVIDUEL,05:46:58,M30-34
2989,2016-05-08,AurythmedenosfouléesChâteauguay,DEMI-MARATHON,01:38:11,M40-49
2990,2016-08-14,Demi-marathondeMont-Tremblant,DEMI-MARATHON,02:01:57,M30-39
2998,2016-05-22,CoursesThematiquesMarathonSSQdeLongueuil,DEMIMARATHON,01:31:49,F30-39
2999,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M40-44
3000,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M35-39
3011,2016-03-26,CourseMECQuébec#1-LEDÉFIDESCOCOS,15KM,01:23:13,M30-39
3015,2016-08-21,Ironman70.3Timberman,INDIVIDUAL,05:57:18,M50-54
3020,2016-07-15,Demi-MarathondelaBandeduCanal,10KM,-1,M30-39
3020,2016-07-10,LaGrandeCourse,21KM,01:39:12,M30-39
3020,2016-04-30,MarathondesÉrables,30KM,03:23:05,M30-39
3029,2016-05-01,GoodlifeFitnessTorontoMarathon,HALFMARATHON,01:52:50,M25-29
3041,2016-07-17,FriendlyMasseyMarathon,FRIENDLYMASSEYMARATHON,04:20:12,M30-39
3041,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M30-34
3041,2016-05-28,TamarackOttawaRaceWeekend,OTTAWA10K,-1,M30-34
3047,2016-05-22,CoursesThematiquesMarathonSSQdeLongueuil,10KM,00:37:51,M30-39
3057,2016-08-28,MarathonSSQLévis-Québec,MARATHON,-1,F30-34
3057,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F30-34
3057,2016-05-01,Demi-marathoninternationalOasisdeLévis,DEMI-MARATHON,-1,F30-34
3073,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAHALFMARATHON,-1,M40-44
3076,2016-03-20,CourseetmarchepopulairesdeLaSalle,10KM,00:42:40,M50-59
3080,2016-04-10,CoursesThematiquesLetourdel'horloge,5KM,00:32:33,M40-49
3096,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,F50-54
3100,2016-07-15,Demi-MarathondelaBandeduCanal,DEMI-MARATHON,02:16:36,M50-59
3107,2016-04-30,MarathondesÉrables,30KM,02:34:08,M30-39
3112,2016-09-04,CoursesThematiques30kmsurlesrivesdeBoucherville,30KM,02:20:50,F40-49
3112,2016-08-07,DéfiBoréalSainte-Anne-de-Bellevue,20KM,01:33:00,F40-49
3128,2016-04-30,MarathondesÉrables,5KM,00:21:27,M30-39
3131,2016-05-29,TamarackOttawaRaceWeekend,OTTAWAMARATHON,-1,M40-44
3131,2016-04-24,BanqueScotia21KdeMontreal,DEMIMARATHON,-1,M40-44
